123.095,14.780,338.610
123.459,14.780,337.157
123.825,14.780,335.700
124.191,14.780,334.244
124.557,14.780,332.791
124.921,14.780,331.338
125.287,14.780,329.881
125.654,14.780,328.425
126.021,14.780,326.965
126.392,14.780,325.505
126.760,14.780,324.057
127.125,14.780,322.608
127.491,14.780,321.156
127.855,14.785,319.703
128.221,14.790,318.246
128.587,14.795,316.789
128.953,14.800,315.337
129.318,14.800,313.884
129.683,14.800,312.427
130.050,14.800,310.970
130.415,14.800,309.518
130.780,14.800,308.065
131.145,14.800,306.608
131.512,14.800,305.152
131.878,14.800,303.699
132.242,14.800,302.246
132.608,14.800,300.789
132.974,14.800,299.333
133.340,14.800,297.880
133.704,14.800,296.427
134.070,14.800,294.970
134.436,14.805,293.514
134.802,14.810,292.061
135.167,14.815,290.608
135.532,14.820,289.151
135.899,14.831,287.694
136.267,14.840,286.234
136.638,14.845,284.775
137.006,14.850,283.327
137.370,14.855,281.878
137.736,14.860,280.425
138.101,14.860,278.972
138.466,14.860,277.515
138.833,14.860,276.059
139.198,14.860,274.607
139.563,14.860,273.153
139.928,14.860,271.697
140.295,14.860,270.240
140.660,14.860,268.788
141.025,14.860,267.334
141.391,14.860,265.878
141.757,14.865,264.421
142.123,14.870,262.969
142.487,14.875,261.515
142.853,14.881,260.059
143.219,14.891,258.602
143.585,14.901,257.150
143.950,14.911,255.696
144.315,14.921,254.240
144.682,14.931,252.784
145.047,14.941,251.331
145.412,14.951,249.877
145.780,14.960,248.413
146.153,14.960,246.952
146.521,14.960,245.508
146.883,14.960,244.061
147.249,14.960,242.604
147.615,14.960,241.148
147.981,14.960,239.695
148.346,14.960,238.242
148.711,14.960,236.785
149.078,14.960,235.329
149.443,14.960,233.876
149.808,14.960,232.423
150.173,14.961,230.966
150.540,14.971,229.510
150.906,14.981,228.058
151.270,14.986,226.604
151.636,14.991,225.147
152.002,15.001,223.691
152.368,15.011,222.239
152.732,15.021,220.785
153.098,15.031,219.329
153.464,15.036,217.873
153.830,15.040,216.420
154.195,15.040,214.966
154.560,15.040,213.510
154.927,15.040,212.054
155.292,15.040,210.601
155.657,15.040,209.146
156.025,15.040,207.682
156.398,15.040,206.222
156.766,15.040,204.778
157.128,15.040,203.331
157.494,15.040,201.874
157.861,15.040,200.418
158.226,15.041,198.965
158.591,15.046,197.512
158.956,15.051,196.055
159.323,15.056,194.599
159.688,15.061,193.146
160.053,15.071,191.693
160.419,15.081,190.236
160.785,15.086,188.780
161.151,15.091,187.328
161.515,15.096,185.874
161.881,15.100,184.417
162.247,15.100,182.961
162.613,15.100,181.509
162.977,15.100,180.055
163.343,15.100,178.598
163.710,15.100,177.142
164.075,15.100,175.690
164.440,15.100,174.236
164.805,15.100,172.779
165.172,15.100,171.322
165.540,15.100,169.862
165.911,15.100,168.405
166.279,15.100,166.956
166.644,15.100,165.507
167.009,15.100,164.054
167.374,15.100,162.600
167.739,15.100,161.144
168.106,15.100,159.688
168.471,15.100,158.235
168.836,15.100,156.781
169.202,15.100,155.325
169.568,15.100,153.869
169.933,15.100,152.416
170.298,15.100,150.962
170.664,15.100,149.506
171.030,15.100,148.050
171.396,15.099,146.597
171.760,15.094,145.144
172.125,15.089,143.689
172.490,15.084,142.234
172.856,15.079,140.777
173.222,15.074,139.321
173.588,15.069,137.869
173.953,15.064,136.415
174.318,15.059,134.958
174.685,15.054,133.502
175.050,15.049,132.050
175.415,15.044,130.594
175.784,15.040,129.130
176.156,15.040,127.671
176.523,15.040,126.227
176.886,15.040,124.779
177.252,15.040,123.322
177.619,15.040,121.867
177.984,15.040,120.414
178.349,15.040,118.960
178.714,15.039,117.504
179.081,15.034,116.048
179.446,15.030,114.595
179.811,15.030,113.141
180.177,15.029,111.685
180.543,15.024,110.229
180.909,15.020,108.776
181.273,15.020,107.322
181.639,15.019,105.866
182.005,15.014,104.410
182.371,15.010,102.957
182.735,15.010,101.503
183.101,15.011,100.047
183.468,15.016,98.591
183.833,15.021,97.138
184.198,15.026,95.684
184.563,15.032,94.228
184.930,15.042,92.772
185.295,15.051,91.319
185.660,15.056,89.864
186.029,15.061,88.400
186.401,15.066,86.942
186.768,15.070,85.497
187.132,15.070,84.049
187.497,15.070,82.592
187.864,15.070,81.137
188.229,15.070,79.684
188.594,15.070,78.230
188.960,15.070,76.773
189.326,15.070,75.318
189.691,15.070,73.865
190.056,15.070,72.411
190.422,15.070,70.954
190.788,15.070,69.499
191.154,15.071,68.046
191.518,15.076,66.592
191.884,15.083,65.135
192.251,15.093,63.680
192.616,15.103,62.227
192.981,15.113,60.773
193.346,15.123,59.316
193.713,15.133,57.861
194.078,15.141,56.408
194.443,15.146,54.954
194.809,15.150,53.498
195.176,15.150,52.040
195.544,15.150,50.580
195.914,15.150,49.124
196.282,15.150,47.676
196.647,15.150,46.226
197.012,15.150,44.773
197.377,15.150,43.319
197.743,15.150,41.862
198.109,15.150,40.407
