623.983,2.380,79.522
624.182,2.318,78.464
624.412,2.256,77.341
624.463,2.189,76.209
624.518,2.123,75.019
624.426,2.060,73.863
624.322,1.999,72.746
624.067,1.942,71.686
623.779,1.885,70.625
623.342,1.828,69.591
622.830,1.775,68.466
622.208,1.729,67.336
621.516,1.684,66.116
620.781,1.638,64.896
620.020,1.595,63.646
619.239,1.555,62.391
618.446,1.517,61.114
617.655,1.482,59.837
616.865,1.449,58.563
616.075,1.419,57.288
615.286,1.393,56.014
614.495,1.373,54.737
613.702,1.351,53.455
612.915,1.326,52.177
612.131,1.303,50.907
611.344,1.283,49.636
610.554,1.264,48.361
609.764,1.249,47.086
608.974,1.233,45.811
608.185,1.213,44.537
607.395,1.196,43.262
606.605,1.186,41.987
605.815,1.174,40.712
605.027,1.159,39.440
604.239,1.146,38.172
603.451,1.136,36.908
602.662,1.124,35.650
601.870,1.109,34.396
601.074,1.094,33.146
600.276,1.079,31.905
599.478,1.066,30.678
598.667,1.056,29.456
597.848,1.046,28.235
597.014,1.036,27.012
596.171,1.028,25.777
595.325,1.023,24.540
594.477,1.016,23.298
593.633,1.006,22.060
592.792,0.996,20.831
591.945,0.986,19.600
591.093,0.976,18.361
590.243,0.966,17.121
589.395,0.956,15.882
588.548,0.946,14.645
587.704,0.936,13.414
586.854,0.926,12.178
585.999,0.914,10.932
585.153,0.899,9.691
584.313,0.886,8.462
583.467,0.876,7.233
582.617,0.866,5.997
581.764,0.856,4.758
580.910,0.848,3.512
580.064,0.843,2.271
579.223,0.836,1.042
578.374,0.826,-0.191
577.520,0.818,-1.437
576.674,0.813,-2.678
575.834,0.804,-3.907
574.990,0.789,-5.133
574.144,0.776,-6.358
573.293,0.766,-7.581
572.440,0.758,-8.807
571.591,0.753,-10.020
570.747,0.746,-11.211
569.890,0.736,-12.395
569.024,0.726,-13.578
568.142,0.716,-14.759
567.251,0.706,-15.949
566.354,0.696,-17.139
565.453,0.688,-18.332
564.549,0.683,-19.525
563.644,0.678,-20.720
562.740,0.673,-21.914
561.837,0.666,-23.103
560.930,0.656,-24.295
560.019,0.648,-25.494
559.111,0.643,-26.693
558.205,0.636,-27.889
557.301,0.626,-29.082
556.399,0.616,-30.272
555.491,0.606,-31.464
554.580,0.596,-32.663
553.672,0.586,-33.861
552.767,0.576,-35.057
551.863,0.566,-36.250
550.960,0.558,-37.440
550.052,0.553,-38.632
549.141,0.546,-39.831
548.233,0.536,-41.030
547.328,0.526,-42.225
546.424,0.516,-43.419
545.521,0.506,-44.608
544.615,0.496,-45.799
543.706,0.488,-46.993
542.798,0.483,-48.187
541.890,0.476,-49.379
540.985,0.466,-50.568
540.081,0.458,-51.751
539.176,0.453,-52.928
538.272,0.448,-54.096
537.362,0.443,-55.257
536.449,0.438,-56.410
535.524,0.433,-57.562
534.590,0.428,-58.721
533.652,0.423,-59.877
532.713,0.418,-61.031
531.767,0.413,-62.186
530.817,0.406,-63.346
529.868,0.396,-64.504
528.921,0.388,-65.659
527.968,0.383,-66.815
527.012,0.378,-67.979
526.060,0.373,-69.142
525.110,0.366,-70.302
524.159,0.356,-71.463
523.209,0.346,-72.623
522.260,0.336,-73.781
521.313,0.326,-74.936
520.361,0.316,-76.092
519.405,0.306,-77.256
518.452,0.296,-78.419
517.502,0.285,-79.579
516.552,0.270,-80.739
515.602,0.256,-81.900
514.653,0.246,-83.058
513.706,0.236,-84.213
512.754,0.226,-85.369
511.798,0.216,-86.532
510.845,0.206,-87.696
509.895,0.198,-88.856
508.946,0.193,-90.015
507.999,0.186,-91.169
507.049,0.176,-92.322
506.098,0.168,-93.476
505.149,0.163,-94.624
504.201,0.156,-95.764
503.250,0.146,-96.898
502.296,0.136,-98.026
501.336,0.126,-99.149
500.372,0.116,-100.268
499.399,0.106,-101.385
498.419,0.096,-102.505
497.435,0.086,-103.624
496.447,0.078,-104.744
495.455,0.073,-105.866
494.458,0.066,-106.995
493.466,0.056,-108.122
492.479,0.046,-109.242
491.486,0.036,-110.364
490.490,0.028,-111.493
489.498,0.023,-112.620
488.510,0.018,-113.741
487.518,0.013,-114.863
486.521,0.008,-115.991
485.529,0.003,-117.119
484.542,0.000,-118.239
483.551,0.000,-119.360
482.557,0.000,-120.483
481.562,0.000,-121.608
480.566,0.002,-122.737
479.574,0.007,-123.864
478.586,0.015,-124.984
477.594,0.030,-126.106
476.597,0.047,-127.235
475.605,0.067,-128.362
474.618,0.089,-129.482
473.628,0.114,-130.601
472.637,0.142,-131.720
471.652,0.177,-132.829
470.673,0.214,-133.920
469.698,0.254,-134.987
468.735,0.292,-136.014
467.766,0.327,-136.996
466.812,0.362,-137.918
465.816,0.398,-138.792
464.797,0.433,-139.641
463.725,0.468,-140.454
462.610,0.504,-141.268
461.451,0.539,-142.061
460.252,0.578,-142.865
459.032,0.622,-143.659
457.793,0.667,-144.459
456.550,0.712,-145.249
455.306,0.759,-146.033
454.080,0.809,-146.793
452.880,0.861,-147.510
451.672,0.916,-148.190
450.469,0.971,-148.835
449.233,1.026,-149.444
447.969,1.085,-150.041
446.681,1.150,-150.610
445.372,1.215,-151.169
444.035,1.280,-151.710
442.672,1.345,-152.255
441.309,1.410,-152.787
439.953,1.479,-153.305
438.615,1.553,-153.799
437.308,1.628,-154.255
435.996,1.704,-154.669
434.689,1.781,-155.052
433.361,1.861,-155.390
432.018,1.943,-155.707
430.642,2.027,-155.987
429.230,2.112,-156.262
427.797,2.197,-156.518
426.338,2.283,-156.776
424.890,2.373,-157.025
423.461,2.463,-157.261
